"ulb","receiptdate","receiptnumber","createdtime","amountpaid","paymentmode","feetype"
"Bhubaneswar","2022-02-12","02/2021-22/050458","2022-02-12",4681.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-02-12","02/2021-22/050459","2022-02-12",2595.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-13","02/2021-22/050650","2022-02-13",1052.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-13","02/2021-22/050735","2022-02-13",3792.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-13","02/2021-22/050738","2022-02-13",1128.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-14","02/2021-22/050885","2022-02-14",2760.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-14","02/2021-22/051430","2022-02-14",3772.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-02-14","02/2021-22/051810","2022-02-14",49086.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-02-14","02/2021-22/051913","2022-02-14",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-15","02/2021-22/052093","2022-02-15",4695.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-15","02/2021-22/052690","2022-02-15",2002.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-15","02/2021-22/053162","2022-02-15",2378.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-15","02/2021-22/053191","2022-02-15",5523.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-15","02/2021-22/053204","2022-02-15",164075.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-02-15","02/2021-22/053279","2022-02-15",4109.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-16","02/2021-22/054298","2022-02-16",3973.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-16","02/2021-22/054510","2022-02-16",46180.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-02-16","02/2021-22/054671","2022-02-16",53166.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-02-16","02/2021-22/054735","2022-02-16",4139.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-16","02/2021-22/054944","2022-02-16",4040.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-17","02/2021-22/056003","2022-02-17",140046.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-02-17","02/2021-22/056013","2022-02-17",58898.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-02-17","02/2021-22/056451","2022-02-17",49772.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-02-17","02/2021-22/056938","2022-02-17",5451.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-17","02/2021-22/057196","2022-02-17",1480.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-17","02/2021-22/057321","2022-02-17",3522.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-02-17","02/2021-22/057364","2022-02-17",3090.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-17","02/2021-22/057399","2022-02-17",3327.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-17","02/2021-22/057402","2022-02-17",3824.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-18","02/2021-22/058291","2022-02-18",16330.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-18","02/2021-22/058387","2022-02-18",6071.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-18","02/2021-22/058752","2022-02-18",19858.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-18","02/2021-22/059222","2022-02-18",2349.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-18","02/2021-22/059243","2022-02-18",5191.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-19","02/2021-22/060011","2022-02-19",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-19","02/2021-22/060167","2022-02-19",1465.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-19","02/2021-22/060533","2022-02-19",1620.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-19","02/2021-22/061123","2022-02-19",3421.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-19","02/2021-22/061139","2022-02-19",5148.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-19","02/2021-22/061149","2022-02-19",4710.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-02-19","02/2021-22/061177","2022-02-19",46179.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-02-20","02/2021-22/062169","2022-02-20",4296.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-21","02/2021-22/063402","2022-02-21",5027.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-21","02/2021-22/063451","2022-02-21",4131.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-21","02/2021-22/063495","2022-02-21",2087.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-21","02/2021-22/064025","2022-02-21",1300.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-21","02/2021-22/064095","2022-02-21",5367.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-22","02/2021-22/064224","2022-02-22",1400.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-22","02/2021-22/064233","2022-02-22",6833.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-22","02/2021-22/064421","2022-02-22",3924.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-22","02/2021-22/064897","2022-02-22",2528.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-22","02/2021-22/064940","2022-02-22",5432.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-22","02/2021-22/064982","2022-02-22",2528.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-22","02/2021-22/065292","2022-02-22",2156.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-22","02/2021-22/065467","2022-02-22",4084.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-02-22","02/2021-22/065675","2022-02-22",7557.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-22","02/2021-22/066094","2022-02-22",8640.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-02-22","02/2021-22/066096","2022-02-22",2506.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-02-22","02/2021-22/066199","2022-02-22",6331.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-02-23","02/2021-22/066339","2022-02-23",98469.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-02-23","02/2021-22/066762","2022-02-23",3340.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/066733","2022-02-23",3952.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/067156","2022-02-23",3650.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-23","02/2021-22/067274","2022-02-23",3802.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/067299","2022-02-23",61517.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/067310","2022-02-23",985.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/067799","2022-02-23",1760.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/067804","2022-02-23",3892.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-02-23","02/2021-22/067895","2022-02-23",2869.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-02-23","02/2021-22/067938","2022-02-23",6065.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-23","02/2021-22/067939","2022-02-23",5950.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-24","02/2021-22/068200","2022-02-24",883.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-24","02/2021-22/068180","2022-02-24",2558.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-24","02/2021-22/068577","2022-02-24",4019.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-24","02/2021-22/068817","2022-02-24",662.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-24","02/2021-22/068783","2022-02-24",735.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-24","02/2021-22/068824","2022-02-24",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-02-24","02/2021-22/068919","2022-02-24",12614.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-24","02/2021-22/068985","2022-02-24",2154.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-02-26","02/2021-22/072659","2022-02-26",4823.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-01","03/2021-22/075305","2022-03-01",4128.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-01","03/2021-22/075353","2022-03-01",1312.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-01","03/2021-22/075417","2022-03-01",704.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-01","03/2021-22/075437","2022-03-01",368892.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-01","03/2021-22/075451","2022-03-01",5468.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-01","03/2021-22/075521","2022-03-01",2863.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-01","03/2021-22/075526","2022-03-01",355322.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-03-01","03/2021-22/075547","2022-03-01",3777.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-01","03/2021-22/075548","2022-03-01",2047.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-02","03/2021-22/075673","2022-03-02",3501.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-02","03/2021-22/075830","2022-03-02",3560.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-02","03/2021-22/076631","2022-03-02",3154.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-02","03/2021-22/076904","2022-03-02",30442.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-03-02","03/2021-22/076899","2022-03-02",53902.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-02","03/2021-22/076925","2022-03-02",2084.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-02","03/2021-22/077022","2022-03-02",2505.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-02","03/2021-22/077496","2022-03-02",4912.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-02","03/2021-22/077421","2022-03-02",3404.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-02","03/2021-22/077495","2022-03-02",2628.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-02","03/2021-22/077685","2022-03-02",2780.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-03","03/2021-22/077728","2022-03-03",1553.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-03","03/2021-22/078036","2022-03-03",3285.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-03","03/2021-22/078056","2022-03-03",2784.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/078327","2022-03-03",7055.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-03","03/2021-22/078333","2022-03-03",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-03","03/2021-22/078868","2022-03-03",1898.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/078967","2022-03-03",2092.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079074","2022-03-03",4680.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079138","2022-03-03",4338.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079438","2022-03-03",4357.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079557","2022-03-03",292.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079566","2022-03-03",3793.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079581","2022-03-03",7219.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-03","03/2021-22/079588","2022-03-03",3373.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-03","03/2021-22/079738","2022-03-03",42151.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079903","2022-03-03",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/079871","2022-03-03",4432.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-03","03/2021-22/080188","2022-03-03",735.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-03","03/2021-22/080192","2022-03-03",662.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-03","03/2021-22/080194","2022-03-03",7952.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-03","03/2021-22/080197","2022-03-03",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-03","03/2021-22/080199","2022-03-03",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/080730","2022-03-04",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/080850","2022-03-04",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/080862","2022-03-04",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-04","03/2021-22/081223","2022-03-04",3779.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-04","03/2021-22/081438","2022-03-04",3962.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/081947","2022-03-04",5935.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-04","03/2021-22/082155","2022-03-04",7805.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/082225","2022-03-04",3667.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/082735","2022-03-04",3986.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/082997","2022-03-04",5004.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-04","03/2021-22/083001","2022-03-04",3261.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-04","03/2021-22/083009","2022-03-04",3807.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-05","03/2021-22/083253","2022-03-05",1314.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-05","03/2021-22/083893","2022-03-05",86220.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-05","03/2021-22/083980","2022-03-05",610.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-05","03/2021-22/084082","2022-03-05",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-05","03/2021-22/084126","2022-03-05",31771.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-05","03/2021-22/084313","2022-03-05",1550.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-05","03/2021-22/084330","2022-03-05",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-05","03/2021-22/084365","2022-03-05",15675.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-05","03/2021-22/084478","2022-03-05",60836.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-03-05","03/2021-22/084904","2022-03-05",2296.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-05","03/2021-22/085059","2022-03-05",3562.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-05","03/2021-22/085097","2022-03-05",8902.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-05","03/2021-22/085101","2022-03-05",2926.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-05","03/2021-22/085157","2022-03-05",4304.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-05","03/2021-22/085171","2022-03-05",1593.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-06","03/2021-22/086195","2022-03-06",29654.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-06","03/2021-22/086480","2022-03-06",6753.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-06","03/2021-22/086485","2022-03-06",7502.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-06","03/2021-22/087193","2022-03-06",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-07","03/2021-22/088875","2022-03-07",57834.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-07","03/2021-22/088895","2022-03-07",1183.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-07","03/2021-22/089034","2022-03-07",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-07","03/2021-22/089181","2022-03-07",3574.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-07","03/2021-22/089382","2022-03-07",3358.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-07","03/2021-22/089406","2022-03-07",19144.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-07","03/2021-22/089472","2022-03-07",9113.00,"ONLINE","BPA Application Fee"
"Jatni","2022-03-07","03/2021-22/089575","2022-03-07",2029.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-07","03/2021-22/089976","2022-03-07",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-07","03/2021-22/090086","2022-03-07",6369.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-07","03/2021-22/090107","2022-03-07",570.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-08","03/2021-22/090604","2022-03-08",18571.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-08","03/2021-22/090623","2022-03-08",99018.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-03-08","03/2021-22/090775","2022-03-08",80913.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-03-08","03/2021-22/092042","2022-03-08",463.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-08","03/2021-22/092616","2022-03-08",16025.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-08","03/2021-22/092911","2022-03-08",1389.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-08","03/2021-22/092981","2022-03-08",250.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-08","03/2021-22/092935","2022-03-08",4936.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-08","03/2021-22/093331","2022-03-08",2864.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-08","03/2021-22/093346","2022-03-08",4328.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-08","03/2021-22/093393","2022-03-08",3484.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-03-09","03/2021-22/093515","2022-03-09",2998.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-09","03/2021-22/093957","2022-03-09",1760.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-09","03/2021-22/094436","2022-03-09",6397.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-09","03/2021-22/094316","2022-03-09",250.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-09","03/2021-22/094611","2022-03-09",68646.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-09","03/2021-22/094793","2022-03-09",85606.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-09","03/2021-22/095453","2022-03-09",3677.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-09","03/2021-22/095728","2022-03-09",2911.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-09","03/2021-22/096062","2022-03-09",14674.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-09","03/2021-22/096603","2022-03-09",5087.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-09","03/2021-22/096619","2022-03-09",1933.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-10","03/2021-22/097415","2022-03-10",68371.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-10","03/2021-22/098003","2022-03-10",3116.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-10","03/2021-22/098096","2022-03-10",3042.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/098505","2022-03-10",0.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-10","03/2021-22/098814","2022-03-10",12147.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/098815","2022-03-10",2226.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-10","03/2021-22/098816","2022-03-10",1495.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-10","03/2021-22/098918","2022-03-10",2781.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/099195","2022-03-10",10321.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/099411","2022-03-10",24606.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-10","03/2021-22/099832","2022-03-10",3420.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/099845","2022-03-10",3549.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/099848","2022-03-10",4068.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-10","03/2021-22/099853","2022-03-10",6826.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-11","03/2021-22/100209","2022-03-11",3792.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/100633","2022-03-11",4973.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/100872","2022-03-11",2449.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-11","03/2021-22/102047","2022-03-11",1933.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/102463","2022-03-11",1696.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/102479","2022-03-11",1658.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/102486","2022-03-11",1658.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/102497","2022-03-11",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/102512","2022-03-11",1689.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-11","03/2021-22/102744","2022-03-11",3962.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-11","03/2021-22/103200","2022-03-11",1879.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-03-12","03/2021-22/103789","2022-03-12",4446.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-12","03/2021-22/104035","2022-03-12",1869.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-12","03/2021-22/104355","2022-03-12",10292.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-12","03/2021-22/104325","2022-03-12",2630.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-12","03/2021-22/104333","2022-03-12",1895.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-12","03/2021-22/104566","2022-03-12",1470.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-12","03/2021-22/104575","2022-03-12",1031.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-12","03/2021-22/104739","2022-03-12",5222.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-12","03/2021-22/104794","2022-03-12",51341.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-12","03/2021-22/105025","2022-03-12",2309.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-12","03/2021-22/105129","2022-03-12",1214.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-13","03/2021-22/106609","2022-03-13",916.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-13","03/2021-22/106717","2022-03-13",870.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-13","03/2021-22/106843","2022-03-13",250.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-13","03/2021-22/107078","2022-03-13",2115.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/107509","2022-03-14",697.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-03-14","03/2021-22/108519","2022-03-14",2889.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/109069","2022-03-14",7906.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/109130","2022-03-14",6061.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/109202","2022-03-14",406.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/109763","2022-03-14",4080.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/109793","2022-03-14",1628.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-03-14","03/2021-22/109929","2022-03-14",2122.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-14","03/2021-22/110056","2022-03-14",789.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/110321","2022-03-15",1208.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/110582","2022-03-15",6889.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-15","03/2021-22/110802","2022-03-15",3287.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-03-15","03/2021-22/111436","2022-03-15",69311.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-03-15","03/2021-22/111553","2022-03-15",8991.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/111831","2022-03-15",5826.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112154","2022-03-15",20017.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112173","2022-03-15",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112192","2022-03-15",4169.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-03-15","03/2021-22/112195","2022-03-15",1208.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-03-15","03/2021-22/112259","2022-03-15",8904.00,"ONLINE","BPA Application Fee"
